name,lat,lon,region,division,subdivision
Health facility (clinic),3.875256,11.431362,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.874524,11.431323,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.884052,11.467751,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.874747,11.433085,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.876382,11.458176,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.885406,11.463954,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.885792,11.454557,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.872878,11.455819,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.883725,11.443303,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.87486,11.427353,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.875492,11.415174,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.882735,11.46326,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.884442,11.4646,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.886416,11.468945,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.884361,11.469059,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.886471,11.468878,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.88601,11.462302,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.885488,11.465491,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.880859,11.460927,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.879219,11.458393,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.885372,11.459627,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.882752,11.455011,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.877984,11.461479,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.878886,11.435916,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.886137,11.45974,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.881557,11.451583,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.874745,11.43309,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.885792,11.454555,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.879695,11.41997,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.893521,11.457574,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.89897,11.452978,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.896943,11.453309,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.890737,11.456629,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.891912,11.450073,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.889676,11.460763,Centre,Lekie,YaoundÃ© VII
Health facility (clinic),3.869339,11.538237,Centre,Mfoundi,YaoundÃ© V
Health facility (clinic),3.873779,11.547505,Centre,Mfoundi,YaoundÃ© V
Health facility (clinic),3.872504,11.547682,Centre,Mfoundi,YaoundÃ© V
Health facility (clinic),3.8766,11.532448,Centre,Mfoundi,YaoundÃ© V
Health facility (clinic),3.88432,11.538632,Centre,Mfoundi,YaoundÃ© V
Health facility (clinic),3.887547,11.565556,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.885949,11.533501,Centre,Mfoundi,YaoundÃ© V
Health facility (clinic),3.883256,11.563948,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.884943,11.549904,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.890792,11.539844,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.897046,11.56908,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.896168,11.568029,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.903071,11.564113,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.893897,11.535107,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.918849,11.552615,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.907617,11.546892,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),3.914155,11.546044,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (clinic),2.962959,9.912249,South,Ocean,Kribi II
Health facility (clinic),3.801733,11.463333,Centre,Mfoundi,Mbankomo
Health facility (clinic),3.879465,11.597961,Centre,Mefou-et-Afamba,Soa
Health facility (clinic),3.892599,11.517215,Centre,Lekie,YaoundÃ© I
Health facility (clinic),5.121937,9.949455,Littoral,Moungo,MÃ©long
Health facility (clinic),5.437858,10.041591,West,Menoua,Dschang
Health facility (clinic),3.892815,11.549096,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (dentist),3.871687,11.523756,Centre,Mfoundi,YaoundÃ© I
Health facility (dentist),3.901163,11.547161,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (doctor),3.870739,11.534138,Centre,Mfoundi,YaoundÃ© V
Health facility (doctor),3.864497,11.52787,Centre,Mfoundi,YaoundÃ© V
Health facility (doctor),3.863218,11.526301,Centre,Mfoundi,YaoundÃ© V
Health facility (doctor),3.872106,11.536055,Centre,Mfoundi,YaoundÃ© V
Health facility (doctors),4.60684,11.252112,Centre,Mbam-et-Inoubou,Ombessa
Health facility (doctors),3.546246,11.269714,Centre,Mefou-et-Akono,Ngoumou
Health facility (doctors),3.589135,11.356915,Centre,Mefou-et-Akono,Ngoumou
Health facility (doctors),3.602827,11.246922,Centre,Nyong-et-Kelle,Ngoumou
Health facility (doctors),3.640868,11.327357,Centre,Mefou-et-Akono,Ngoumou
Health facility (doctors),3.683252,11.327859,Centre,Mefou-et-Akono,Ngoumou
Health facility (doctors),3.68431,11.303123,Centre,Mefou-et-Akono,Ngoumou
Health facility (doctors),3.698054,11.284218,Centre,Mefou-et-Akono,Ngoumou
Health facility (doctors),7.319569,13.580874,Adamaoua,Vina,NgaoundÃ©rÃ© II
Health facility (doctors),9.962135,13.620792,North,Mayo-Louti,Mayo-Oulo
Health facility (doctors),3.878618,11.554457,Centre,Mfoundi,YaoundÃ© V
Health facility (doctors),3.878611,11.553563,Centre,Mfoundi,YaoundÃ© V
Health facility (doctors),3.876755,11.561182,Centre,Mfoundi,YaoundÃ© V
Health facility (doctors),3.537367,11.275466,Centre,Mefou-et-Akono,Akono
Health facility (doctors),3.519287,11.367009,Centre,Mefou-et-Akono,Akono
Health facility (doctors),3.476126,11.349177,Centre,Mefou-et-Akono,Akono
Health facility (doctors),3.384399,11.372623,Centre,Mefou-et-Akono,Bikok
Health facility (doctors),3.838911,11.298484,Centre,Lekie,Mbankomo
Health facility (doctors),2.584668,10.056895,South,Ocean,NiÃ©tÃ©
Health facility (doctors),2.633072,10.068619,South,Ocean,NiÃ©tÃ©
Health facility (doctors),2.656884,10.101587,South,Ocean,NiÃ©tÃ©
Health facility (doctors),2.682388,10.075854,South,Ocean,NiÃ©tÃ©
Health facility (doctors),2.682453,10.076,South,Ocean,NiÃ©tÃ©
Health facility (doctors),2.682538,10.0752,South,Ocean,NiÃ©tÃ©
Health facility (doctors),2.708312,10.016867,South,Ocean,NiÃ©tÃ©
Health facility (doctors),2.781264,10.094599,South,Ocean,NiÃ©tÃ©
Health facility (hospice),5.18302,10.215061,West,Haut-Nkam,Banka
Health facility (hospital),4.03056,10.573366,Littoral,Sanaga-Maritime,Pouma
Health facility (hospital),4.414122,11.380511,Centre,Lekie,Ebebda
Health facility (hospital),5.686641,10.374221,West,Bamboutos,Galim
Health facility (hospital),3.804508,11.464134,Centre,Mfoundi,Mbankomo
Health facility (hospital),3.815836,11.475565,Centre,Mfoundi,YaoundÃ© VI
Health facility (hospital),4.510011,9.562446,Littoral,Moungo,Mbanga
Health facility (hospital),3.914156,11.52572,Centre,Lekie,YaoundÃ© I
Health facility (hospital),9.086462,13.777508,North,Benoue,Bibemi
Health facility (hospital),3.873726,11.562673,Centre,Mfoundi,YaoundÃ© IV
Health facility (hospital),3.594365,11.517012,Centre,Nyong-et-So,Mbalmayo
Health facility (hospital),3.899667,11.453649,Centre,Lekie,YaoundÃ© VII
Health facility (hospital),3.824226,11.503808,Centre,Mfoundi,YaoundÃ© III
Health facility (hospital),3.820806,11.515023,Centre,Mfoundi,YaoundÃ© IV
Health facility (hospital),3.794854,11.520374,Centre,Mfoundi,YaoundÃ© IV
Health facility (hospital),9.333352,13.410901,North,Benoue,Garoua II
Health facility (hospital),9.347585,13.414777,North,Benoue,Garoua II
Health facility (hospital),9.291933,13.392535,North,Benoue,Garoua I
Health facility (hospital),3.503623,11.325131,Centre,Mefou-et-Akono,Akono
Health facility (hospital),9.352682,13.422072,North,Benoue,Garoua II
Health facility (hospital),6.692649,14.346178,Adamaoua,Mbere,Meiganga
Health facility (hospital),6.692689,14.34635,Adamaoua,Mbere,Meiganga
Health facility (hospital),4.150249,9.242081,South-West,Fako,Buea
Health facility (hospital),5.481527,10.416833,West,Mifi,Bafoussam II
Health facility (hospital),5.474387,10.420028,West,Mifi,Bafoussam I
Health facility (hospital),2.660625,10.032021,South,Ocean,NiÃ©tÃ©
Health facility (hospital),2.742707,10.041548,South,Ocean,NiÃ©tÃ©
Health facility (hospital),7.280657,13.565138,Adamaoua,Vina,NgaoundÃ©rÃ© I
Health facility (hospital),7.365364,13.578134,Adamaoua,Vina,NgaoundÃ©rÃ© II
Health facility (hospital),2.726553,13.348365,South,Dja-Et-Lobo,Mintom
Health facility (hospital),3.487314,15.331487,East,Boumba-Et-Ngoko,Yokadouma
Health facility (hospital),3.537391,12.809432,East,Haut-Nyong,MessamÃ©na
Health facility (hospital),9.935836,13.931783,North,Mayo-Louti,Guider
Health facility (hospital),5.255574,10.398223,West,Hauts-Plateaux,Bangou
Health facility (hospital),4.950673,8.873062,South-West,Ndian,Mudemba
Health facility (hospital),10.735077,14.291417,Far North,Diamare,Meri
Health facility (hospital),3.095069,12.166991,South,Dja-Et-Lobo,Meyomessala
Health facility (hospital),7.415943,13.548792,Adamaoua,Vina,NgaoundÃ©rÃ© III
Health facility (hospital),7.41612,13.548662,Adamaoua,Vina,NgaoundÃ©rÃ© III
Health facility (hospital),3.565622,11.275708,Centre,Mefou-et-Akono,Ngoumou
Health facility (hospital),9.433279,13.580685,North,Benoue,Pitoa
Health facility (hospital),4.819739,9.461311,South-West,Meme,Kumba II
Health facility (pharmacy),9.492007,13.678325,North,Benoue,Pitoa
Health facility (pharmacy),9.386387,13.501963,North,Benoue,Pitoa
Health facility (pharmacy),5.986664,10.437002,North-West,Ngo-ketunjia,Ndop
Health facility (pharmacy),5.996285,10.441488,North-West,Ngo-ketunjia,Ndop
Health facility (pharmacy),3.852855,11.49891,Centre,Mfoundi,YaoundÃ© III
Health facility (pharmacy),4.15502,9.291134,South-West,Fako,Buea
Health facility (pharmacy),4.026892,9.699655,Littoral,Wouri,Douala I
Health facility (pharmacy),4.05172,9.703072,Littoral,Wouri,Douala I
Health facility (pharmacy),4.748399,9.486624,South-West,Meme,Kumba II
Health facility (pharmacy),4.051281,9.776374,Littoral,Wouri,Douala III
Health facility (pharmacy),5.626572,10.258933,West,Bamboutos,Mbouda
Health facility (pharmacy),5.730071,10.897465,West,Noun,Foumban
Health facility (pharmacy),5.731069,10.900308,West,Noun,Foumban
Health facility (pharmacy),4.575053,13.678046,East,Lom-Et-Djerem,Bertoua I
Health facility (pharmacy),3.800095,10.129821,Littoral,Sanaga-Maritime,ÃdÃ©a I
Health facility (pharmacy),4.720987,9.734473,Littoral,Moungo,Loum
Health facility (pharmacy),7.318892,13.587868,Adamaoua,Vina,NgaoundÃ©rÃ© II
Health facility (pharmacy),3.871887,11.492837,Centre,Mfoundi,YaoundÃ© VI
Health facility (pharmacy),3.927277,11.520461,Centre,Lekie,YaoundÃ© I
Health facility (pharmacy),3.856051,11.491709,Centre,Mfoundi,YaoundÃ© III
Health facility (pharmacy),9.299641,13.390422,North,Benoue,Garoua I
Health facility (pharmacy),9.966043,13.616588,North,Mayo-Louti,Mayo-Oulo
Health facility (pharmacy),9.984896,13.521388,North,Mayo-Louti,Mayo-Oulo
Health facility (pharmacy),9.984967,13.520485,North,Mayo-Louti,Mayo-Oulo
Health facility (pharmacy),4.017685,9.209064,South-West,Fako,LimbÃ© I
Health facility (pharmacy),3.900566,11.450644,Centre,Lekie,YaoundÃ© VII
Health facility (pharmacy),3.889715,11.460734,Centre,Lekie,YaoundÃ© VII
Health facility (pharmacy),3.897283,11.454997,Centre,Lekie,YaoundÃ© VII
Health facility (pharmacy),3.889095,11.544787,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (pharmacy),3.902447,11.546245,Centre,Mefou-et-Afamba,YaoundÃ© V
Health facility (pharmacy),4.042241,9.715353,Littoral,Wouri,Douala II
Health facility (pharmacy),3.830191,11.550909,Centre,Mfoundi,YaoundÃ© IV
Health facility (pharmacy),3.867191,11.548783,Centre,Mfoundi,YaoundÃ© IV
Health facility (pharmacy),2.9022,11.150778,South,Mvila,Ebolowa II
Health facility (pharmacy),3.516417,11.501743,Centre,Nyong-et-So,Mbalmayo
Health facility (pharmacy),7.144967,13.717962,Adamaoua,Vina,Nyambaka
Health facility (pharmacy),3.967265,11.59372,Centre,Mefou-et-Afamba,Soa
Health facility (pharmacy),3.854715,11.504867,Centre,Mfoundi,YaoundÃ© III
Health facility (pharmacy),3.854265,11.504962,Centre,Mfoundi,YaoundÃ© III
Health facility (pharmacy),3.853964,11.505026,Centre,Mfoundi,YaoundÃ© III
Health facility (pharmacy),3.853331,11.501822,Centre,Mfoundi,YaoundÃ© III
Health facility (pharmacy),3.852837,11.502657,Centre,Mfoundi,YaoundÃ© III
Health facility (pharmacy),3.857247,11.522472,Centre,Mfoundi,YaoundÃ© IV
Health facility (pharmacy),3.867881,11.527319,Centre,Mfoundi,YaoundÃ© V
Health facility (pharmacy),3.86844,11.552033,Centre,Mfoundi,YaoundÃ© IV
Health facility (pharmacy),9.30781,13.399498,North,Benoue,Garoua II
Health facility (pharmacy),4.094415,9.646542,Littoral,Wouri,Douala IV
Health facility (pharmacy),4.080642,9.66971,Littoral,Wouri,Douala IV
Health facility (pharmacy),4.025292,9.69325,Littoral,Wouri,Douala I
Health facility (pharmacy),4.024603,9.6983,Littoral,Wouri,Douala I
Health facility (pharmacy),4.068022,9.712852,Littoral,Wouri,Douala I
Health facility (pharmacy),4.081422,9.746728,Littoral,Wouri,Douala V
Health facility (pharmacy),4.093169,9.749526,Littoral,Wouri,Douala V
Health facility (pressing),3.840925,11.477004,Centre,Mfoundi,YaoundÃ© VI
Health facility (yes),7.144664,13.718537,Adamaoua,Vina,Nyambaka
Health facility (yes),4.152543,12.164063,Centre,Haute-Sanaga,Lembe Yezoum
Health facility (yes),4.170361,15.031037,East,Kadei,Kentzou
Health facility (yes),7.31107,13.549922,Adamaoua,Vina,NgaoundÃ©rÃ© I
Health facility (yes),4.151498,11.860248,Centre,Mefou-et-Afamba,Esse
Health facility (yes),5.962805,10.177997,North-West,Mezam,Bamenda III
Health for all foundation,4.153348,9.291949,South-West,Fako,Buea
Heart Land,4.158827,9.283559,South-West,Fako,Buea
Herbal pharmacie,4.012384,9.217522,South-West,Fako,LimbÃ© I
Holiday Family Foundation clinic,4.018031,9.212978,South-West,Fako,LimbÃ© I
Holly Anna'health Center,3.917691,11.538913,Centre,Lekie,YaoundÃ© V
Holt fort,4.072921,9.365816,South-West,Fako,Tiko
Holy Mary Health Care Foundation,4.03177,9.199077,South-West,Fako,LimbÃ© II
Hope Clinic,3.878854,11.547772,Centre,Mfoundi,YaoundÃ© V
Hope Clinic of Nomedjoh,3.338797,13.590883,East,Haut-Nyong,LomiÃ©
Hope outreach,4.153857,9.260545,South-West,Fako,Buea
Hopital Catholique Deo Gracias,3.693739,10.448923,Centre,Nyong-et-Kelle,Messondo
Hopital Central de Yaoundé,3.87129,11.51025,Centre,Mfoundi,YaoundÃ© II
Hopital De District De Monatélé,4.260586,11.201744,Centre,Lekie,MonatÃ©lÃ©
Hopital EPC,4.923238,13.289676,East,Lom-Et-Djerem,BÃ©labo
Hopital Famla,5.477061,10.419988,West,Mifi,Bafoussam I
Hopital Jésus sauve et guérit Full Gospel Mission,9.328387,13.410478,North,Benoue,Garoua II
Hopital Moustapha de Pitoa Bounguel,9.383958,13.498759,North,Benoue,Pitoa
Hopital Privé Islamique de Bamaré,10.609943,14.325508,Far North,Diamare,Maroua II
Hopital Protestant Petit Mbouo,5.482188,10.420821,West,Mifi,Bafoussam I
Hopital Régional d'Edea,3.79928,10.118838,Littoral,Sanaga-Maritime,ÃdÃ©a I
Hopital Sainte Thérèse,3.869611,11.502362,Centre,Mfoundi,YaoundÃ© VI
Hopital d'Ombessa,4.610873,11.256125,Centre,Mbam-et-Inoubou,Ombessa
Hopital d'arrondissement de Batié,5.316071,10.324974,West,Hauts-Plateaux,BatiÃ©
Hopital de Bangou Carrefour,5.178607,10.382091,West,Hauts-Plateaux,Bangou
Hopital de Batouri,4.448544,14.372657,East,Kadei,Batouri
Hopital de District de Foumban,5.730661,10.87842,West,Noun,Foumban
Hopital de District de Kouoptamo,5.654412,10.612283,West,Noun,Kouoptamo
Hopital de District de Mbankomo,3.786656,11.398519,Centre,Mefou-et-Akono,Mbankomo
Hopital de District de Ngoumou,3.594931,11.303999,Centre,Mefou-et-Akono,Ngoumou
Hopital de Seurs de Pitoa,9.39247,13.510683,North,Benoue,Pitoa
Hopital de district d'Eséka,3.64681,10.77422,Centre,Nyong-et-Kelle,ÃsÃ©ka
Hopital de district de Melong centre,5.118583,9.943713,Littoral,Moungo,MÃ©long
Hopital de district de Poumougne/Yom,5.402453,10.42739,West,Koung-Khi,Pete-Bandjoun
Hopital de district de Sa'a,4.364269,11.444832,Centre,Lekie,Sa'a
Hopital de district de Sangmelima,2.927883,11.981487,South,Dja-Et-Lobo,SangmÃ©lima
Hopital de district de Yoko,5.541273,12.31819,Centre,Mbam-et-Kim,Yoko
Hopital des soeurs,3.8346,11.478509,Centre,Mfoundi,YaoundÃ© VI
Hopital district de Pitoa,9.388693,13.507862,North,Benoue,Pitoa
Hopital du Bien,3.869429,11.500438,Centre,Mfoundi,YaoundÃ© VI
Hopital du palais,5.731893,10.900674,West,Noun,Foumban
Hopital king place,5.46885,10.427692,West,Mifi,Bafoussam I
Hospital,5.369129,9.835099,South-West,Kupe-Manenguba,Nguti
Hospital central d'Enongal,2.919351,11.150361,South,Mvila,Ebolowa II
"Hospital, Afade",12.234761,14.640145,Far North,Logone-Et-Chari,Makary
Humanitaire,3.878048,11.543352,Centre,Mfoundi,YaoundÃ© V
Hygiène Mobile,3.869921,11.508229,Centre,Mfoundi,YaoundÃ© II
Hôpital,10.737726,13.810697,Far North,Mayo-Tsanaga,Mokolo
Hôpital Ad Lucem,5.164098,10.183198,West,Haut-Nkam,Bafang
Hôpital Ad Lucem de Bali,4.036171,9.699478,Littoral,Wouri,Douala I
Hôpital Ad Lucem de Bangang,5.562234,10.160484,West,Bamboutos,Batcham
Hôpital Ad Lucem de Mbouda,5.639986,10.309953,West,Bamboutos,Mbouda
Hôpital Adlucem,5.45892,10.089499,West,Menoua,Dschang
Hôpital Annexe de Messangsang,4.736001,11.220533,Centre,Mbam-et-Inoubou,Bafia
Hôpital Atlantic,4.089288,9.321603,South-West,Fako,Tiko
Hôpital Bethesda,3.88419,11.508157,Centre,Lekie,YaoundÃ© II
Hôpital Catholique Deo Gratias Afrique Future,3.923888,11.504926,Centre,Lekie,YaoundÃ© I
Hôpital Catholique Notre Dame de Vie,2.622159,15.379516,East,Boumba-Et-Ngoko,SalapoumbÃ©
Hôpital Catholique Notre Dame de l'Amour,4.078605,9.767789,Littoral,Wouri,Douala V
Hôpital Catholique de Djunang,5.444468,10.388639,West,Hauts-Plateaux,Bafoussam III
Hôpital Catholique de Madagascar,12.100147,15.027704,Far North,Logone-Et-Chari,KoussÃ©ri
Hôpital Centrale de Yagoua,10.328012,15.224245,Far North,Mayo-Danay,Yagoua
Hôpital De District de la Cité des palmiers,4.051906,9.761999,Littoral,Wouri,Douala V
Hôpital De Distrit De Kribi,2.943113,9.910695,South,Ocean,Kribi II
Hôpital De La Caisse,3.871238,11.532561,Centre,Mfoundi,YaoundÃ© V
Hôpital Enongal EPC,2.939571,9.911728,South,Ocean,Kribi II
Hôpital Esperance ( Agréé Profam) Djamboutou,9.295762,13.354976,North,Benoue,Garoua I
Hôpital Gynéco-Obstétrique et Pédiatrique de Douala,3.98946,9.797258,Littoral,Wouri,Douala III
Hôpital Général De Yaoundé,3.906934,11.541153,Centre,Mefou-et-Afamba,YaoundÃ© V
Hôpital Général de Douala,4.064794,9.758483,Littoral,Wouri,Douala V
Hôpital Laquintinie,4.047856,9.703175,Littoral,Wouri,Douala I
Hôpital Mamfé,5.745512,9.323409,South-West,Manyu,Mamfe
Hôpital Militaire,3.854087,11.517367,Centre,Mfoundi,YaoundÃ© III
Hôpital Militaire,4.033822,9.685131,Littoral,Wouri,Douala I
Hôpital Privé catholique de Lomié,3.161186,13.618284,East,Haut-Nyong,LomiÃ©
Hôpital Protestant Bonaberi CEBEC,4.093903,9.653035,Littoral,Wouri,Douala IV
Hôpital Protestant Cité SIC,4.048712,9.727638,Littoral,Wouri,Douala V
Hôpital Protestant de Djoungolo,3.884184,11.520874,Centre,Mfoundi,YaoundÃ© I
Hôpital Protestant de Mbouo,5.434712,10.419003,West,Koung-Khi,Pete-Bandjoun
Hôpital Protestant de Ngaoubela,6.522723,12.598212,Adamaoua,Djerem,Tabati
Hôpital Regional Annexe de Kousséri,12.090963,15.032847,Far North,Logone-Et-Chari,KoussÃ©ri
Hôpital Regional de Garoua,9.305286,13.387998,North,Benoue,Garoua I
Hôpital Rosaire,3.516186,11.514411,Centre,Nyong-et-So,Mbalmayo
Hôpital Régional Annexe d'Ayos,3.898899,12.530659,Centre,Nyong-et-Mfoumou,Ayos
Hôpital Régional de Bafoussam,5.489828,10.40789,West,Mifi,Bafoussam II
Hôpital Régional de Bertoua,4.572834,13.697922,East,Lom-Et-Djerem,Bertoua II
Hôpital Régional de Limbe,4.022835,9.20853,South-West,Fako,LimbÃ© I
Hôpital Régional de Ngaoundéré,7.315912,13.585149,Adamaoua,Vina,NgaoundÃ©rÃ© I
Hôpital Régional de Nkongsamba,4.963738,9.934845,Littoral,Moungo,Nkongsamba II
Hôpital SUDCAM,3.192697,12.391675,South,Dja-Et-Lobo,Meyomessala
Hôpital Saint Jean de Malte de Njombé,4.599354,9.66773,Littoral,Moungo,Penja
Hôpital Saint Vincent de Paul,5.457804,10.04672,West,Menoua,Dschang
Hôpital Sainte Jeanne-Antide Thouret,6.515704,13.259054,Adamaoua,Djerem,Ngaoundal
Hôpital Santa Héléna,4.057464,9.782187,Littoral,Wouri,Douala III
Hôpital St Luc,3.52788,11.504366,Centre,Nyong-et-So,Mbalmayo
Hôpital St Thérèse de Nomayos,3.791343,11.44598,Centre,Mefou-et-Akono,Mbankomo
Hôpital ad Lucem,3.745571,10.01895,Littoral,Sanaga-Maritime,DizanguÃ©
Hôpital central,3.885856,11.94978,Centre,Mefou-et-Afamba,AwaÃ©
Hôpital central,5.44665,10.060541,West,Menoua,Dschang
Hôpital d'Ebome,2.902597,9.907663,South,Ocean,Kribi I
Hôpital de Bandjoun,5.36108,10.413924,West,Koung-Khi,Pete-Bandjoun
Hôpital de Bonamoussadi,4.083342,9.725284,Littoral,Wouri,Douala I
Hôpital de District,5.508202,10.633299,West,Noun,Foumbot
Hôpital de District,11.046173,14.139971,Far North,Mayo-Sava,Mora
Hôpital de District d'Abong Mbang,3.980765,13.190469,East,Haut-Nyong,Abong-Mbang
Hôpital de District de Bafang,5.151462,10.169785,West,Haut-Nkam,Bafang
Hôpital de District de Biyem-Assi,3.834086,11.485016,Centre,Mfoundi,YaoundÃ© VI
Hôpital de District de Bonassama,4.07185,9.685832,Littoral,Wouri,Douala IV
Hôpital de District de Deido,4.064609,9.713911,Littoral,Wouri,Douala I
Hôpital de District de Dibombari - MINSANTE,4.186943,9.655369,Littoral,Moungo,Dibombari
Hôpital de District de Kousséri,12.090657,15.032522,Far North,Logone-Et-Chari,KoussÃ©ri
Hôpital de District de Logbaba,4.03574,9.754054,Littoral,Wouri,Douala III
Hôpital de District de Maga,10.843267,14.939243,Far North,Mayo-Danay,Maga
Hôpital de District de Mbandjock,4.45034,11.906448,Centre,Haute-Sanaga,Mbandjock
Hôpital de District de Mvog Ada,3.863722,11.527225,Centre,Mfoundi,YaoundÃ© V
Hôpital de District de New Bell,4.029283,9.71122,Littoral,Wouri,Douala II
Hôpital de District de Nylon,4.031039,9.731595,Littoral,Wouri,Douala III
Hôpital de District de Tibati,6.471392,12.627099,Adamaoua,Djerem,Tabati
Hôpital de District de Tignère,7.361088,12.657239,Adamaoua,Faro-et-Deo,TignÃ¨re
Hôpital de Doukoula,10.176096,14.946604,Far North,Mayo-Danay,Kalfou
Hôpital de Doukoula,10.116388,14.974117,Far North,Mayo-Danay,Kar-Hay
Hôpital de Gueme,10.495538,15.203852,Far North,Mayo-Danay,GuÃ©mÃ©
Hôpital de Kalfou,10.28483,14.934861,Far North,Mayo-Danay,Kalfou
Hôpital de Kaélé,10.109139,14.446968,Far North,Mayo-Kani,KaÃ©lÃ©
Hôpital de Meskine,10.560989,14.25306,Far North,Diamare,Maroua I
Hôpital de Mundemba,4.965127,8.90924,South-West,Ndian,Mudemba
Hôpital de Ndoungue,4.921234,9.8944,Littoral,Moungo,Ebone
Hôpital de Palia,10.855326,15.065237,Far North,Mayo-Danay,Maga
Hôpital de Référence de Sangmélima,2.953244,12.003628,South,Dja-Et-Lobo,SangmÃ©lima
Hôpital de Tchomso,5.307177,10.313892,West,Hauts-Plateaux,BatiÃ©
Hôpital de Zalom-Mfou,3.800101,11.616681,Centre,Mefou-et-Afamba,Mfou
Hôpital de cardiologie,4.120455,9.592372,Littoral,Moungo,Dibombari
Hôpital de district,2.672203,12.679371,South,Dja-Et-Lobo,Djoum
Hôpital de district,5.141757,10.519615,West,Nde,BangangtÃ©
Hôpital de district,4.023339,9.196998,South-West,Fako,LimbÃ© II
Hôpital de district,5.583791,10.204847,West,Bamboutos,Batcham
Hôpital de district d'Akonolinga,3.779617,12.252999,Centre,Nyong-et-Mfoumou,Akonolinga
Hôpital de district d'Efoulan,3.834246,11.506275,Centre,Mfoundi,YaoundÃ© III
Hôpital de district de Bafia,4.755457,11.235169,Centre,Mbam-et-Inoubou,Bafia
Hôpital de district de Foumban,5.729618,10.878788,West,Noun,Foumban
Hôpital de district de Kaélé,10.108728,14.446437,Far North,Mayo-Kani,KaÃ©lÃ©
Hôpital de district de Kolofata,11.158868,14.00738,Far North,Mayo-Sava,Kolofata
Hôpital de district de Lomié,3.166691,13.622856,East,Haut-Nyong,LomiÃ©
Hôpital de district de Lomié,3.16515,13.623232,East,Haut-Nyong,LomiÃ©
Hôpital de district de Loum,4.721945,9.734184,Littoral,Moungo,Loum
Hôpital de district de Mbadjock,4.450139,11.906425,Centre,Haute-Sanaga,Mbandjock
Hôpital de district de bibemi,9.310694,13.883917,North,Benoue,Bibemi
Hôpital de district de mayo oulo,9.967323,13.613511,North,Mayo-Louti,Mayo-Oulo
Hôpital de la CASS,3.858212,11.536096,Centre,Mfoundi,YaoundÃ© IV
Hôpital de la CDC TIKO,4.082501,9.35456,South-West,Fako,Tiko
Hôpital de la CNPS,9.30283,13.39158,North,Benoue,Garoua I
Hôpital de la Caisse,9.303145,13.39166,North,Benoue,Garoua I
Hôpital de la Cité Verte,3.876093,11.489931,Centre,Lekie,YaoundÃ© II
Hôpital de la Garnison,9.316289,13.392163,North,Benoue,Garoua I
Hôpital de la Police,5.457295,10.430668,West,Koung-Khi,Bafoussam I
